0.248325,-0.299486,-8.74908,-4.79935,1.2312,13.9062,10.31228,15.46692,-7.2696
0.2454,1.18745,6.92991,11.1935,1.114284,13.7424,-0.129217,10.6827,-2.69292
0.24453,-2.93843,-2.72997,-4.3557,3.4446,13.69389,10.39346,10.13292,-6.24432
0.240585,1.98935,1.72737,3.13535,2.34204,13.47318,2.8666,9.28032,-8.27724
0.240525,1.86659,-12.4524,-1.2545,3.00372,13.46898,3.26073,13.19283,-6.74532
0.238155,-2.50503,10.7802,1.0139,-2.86068,13.33668,9.91078,5.25105,-3.05712
0.236445,-5.6606,-14.9949,-6.8565,-1.7694,13.24092,7.74543,11.78016,-5.9208
0.23163,0.149589,11.5362,18.0315,2.42064,12.97128,-8.56515,11.32509,-9.7164
-0.32681,-0.87649,4.2263,5.5231,-4.8309,12.88,-1.3073,-4.9864,-13.053
0.22989,-0.069564,-11.2275,-1.75425,4.31592,12.87405,3.40329,9.69822,-4.7376
0.229515,3.34664,11.0169,4.9292,0.654456,12.85263,7.44128,10.85007,-5.47656
0.22905,1.7831,-11.3436,2.62635,5.613,12.82659,-1.24894,8.97582,-3.51
0.227445,1.95613,6.26589,3.9237,0.418788,12.73671,6.63707,10.26837,-3.7818
0.223455,2.75275,0.0707634,8.956,-1.94052,12.51348,-0.189233,9.99663,0.742152
0.22185,-1.47917,-9.8829,-5.4185,-6.1404,12.42318,7.81264,9.31476,-4.94928
0.22053,1.77826,-13.2003,5.8175,-3.13572,12.34968,-5.12171,10.64994,-3.87696
0.21576,-1.85427,-4.36329,4.73425,8.64768,12.08235,1.74636,10.97628,-1.21716
0.215505,2.87859,8.29638,13.212,8.12088,12.06828,-3.38712,9.8658,-4.38756
0.212895,2.00992,-19.6938,-8.5225,0.972156,11.92212,5.38582,11.60775,-9.61236
0.21258,3.79071,8.58627,7.6535,-5.00292,11.90448,2.86418,11.01282,-5.31108
0.21135,5.01215,-4.95324,-2.42495,7.17552,11.83581,6.76368,10.8801,-6.55728
0.20685,2.51163,-5.60331,6.0055,8.24892,11.58339,-3.27613,9.76857,-6.4176
0.205545,0.178409,-18.3096,-8.0765,17.838,11.51052,9.60806,15.32097,-4.64724
0.20319,-0.61094,-19.0143,-5.0895,-1.4592,11.37864,5.06649,12.23964,-2.87112
0.20271,1.92775,-5.61033,7.87,13.0344,11.35155,-4.46963,11.10774,-5.82636
-0.49301,4.597,6.4254,0.47463,-6.1957,11.147,-1.972,7.7159,9.5993
0.59536,-0.29582,2.9351,-0.95259,-6.8425,10.706,2.3814,-8.8899,-3.2343
0.18924,0.678326,0.544257,1.1992,7.46412,10.59702,3.88069,11.34903,-9.49572
0.189105,2.00057,-6.83568,0.6156,5.00748,10.58946,4.04492,13.59225,-5.5176
0.187545,-1.69202,6.32313,10.392,1.040988,10.5021,-3.54354,12.00465,-10.77888
0.18636,5.37768,7.90191,-1.73275,0.765924,10.43658,11.3091,11.77281,-8.81256
0.185205,1.86835,14.0589,8.3715,4.87992,10.37127,3.81249,9.27654,-4.42728
-0.26025,-0.38719,4.061,9.7456,-4.3733,10.258,-1.041,4.9634,-12.773
-0.18074,0.76623,4.1061,0.62003,-4.1622,10.175,-0.72296,-8.4373,-4.4849
0.178815,2.94063,2.94075,13.213,4.8888,10.01364,-8.07202,9.17133,-6.8118
0.176115,1.49743,-4.74966,-1.9724,-8.9538,9.86265,7.38364,12.30558,-4.83072
0.17181,2.28943,1.78677,4.1946,-2.44644,9.62094,1.90784,10.57077,-6.82992
0.170775,3.54288,1.89837,2.01485,1.28592,9.56319,2.92413,5.57088,-4.25016
0.169305,-0.785631,-9.0414,-1.36865,-3.82164,9.48129,2.61239,10.50126,-6.7608
0.169125,-3.07186,3.25143,3.92105,1.91172,9.471,3.7279,10.82802,-5.19672
-0.62638,-1.321,4.7615,8.4978,-4.4277,9.4521,-2.5055,0.35975,-14.795
0.16761,3.23565,1.54386,5.594,8.72004,9.38574,1.54066,11.83287,-5.3814
0.166395,0.505846,-13.0446,-9.6815,3.30552,9.31791,9.56527,9.91095,-6.20508
0.16509,3.1922,7.54848,11.24,-0.708168,9.24504,-1.63889,12.57417,-5.80116
0.16476,3.79434,-2.3949,0.5362,2.96892,9.22677,5.00357,11.53068,-5.65524
0.163995,-1.19482,-3.6378,-0.5368,13.368,9.18351,3.32926,8.99682,-6.95556
0.16239,2.52329,-10.8288,-2.4012,-3.4368,9.09405,1.89376,9.92502,-8.02524
0.15702,6.85817,-0.5175,4.07495,-0.485232,8.79333,0.607871,11.68671,-8.22468
0.155865,0.199474,-4.66335,-6.3825,2.355,8.72844,10.5391,9.91431,-4.79064
0.1554,3.23917,-9.2502,-4.9394,10.40244,8.70219,4.8862,7.56399,-6.31404
0.155205,1.1781,1.24128,5.709,0.096936,8.69148,-0.136532,12.25728,-8.0334
0.153075,-0.611391,13.131,13.9465,2.59224,8.5722,0.770583,15.08682,-2.1246
