12.140317,9.000000,10.000000,13.292511,9.000000,17.500000,8.500000,11.000000
12.004650,11.500000,12.154931,10.846358,12.750000,13.506553,12.970000,13.300000
12.088314,15.750000,11.467894,13.705661,12.500000,14.668263,10.720000,13.700000
12.089819,16.000000,13.000000,11.262027,10.000000,20.000000,14.750000,13.000000
12.148386,9.250000,12.250000,10.020520,9.000000,9.000000,12.500000,13.600000
11.920495,19.000000,17.000000,18.534549,20.000000,19.402522,20.000000,20.000000
11.977332,9.000000,9.000000,11.000000,9.000000,10.000000,13.750000,8.000000
12.080903,11.500000,11.462896,10.493008,9.000000,12.000793,12.500000,10.000000
11.864150,9.750000,9.483526,9.129785,9.500000,10.353204,10.032763,9.000000
11.990827,17.500000,17.500000,17.874947,20.000000,18.219355,18.100000,15.400000
12.061029,17.500000,16.700000,14.000000,11.000000,17.600000,15.900000,19.900000
12.136068,10.000000,12.000000,15.000000,13.250000,19.500000,10.750000,10.000000
12.076453,9.000000,10.000000,11.176102,9.000000,9.500000,10.557460,10.000000
12.147608,16.000000,13.400000,9.000000,15.250000,16.000000,14.000000,10.600000
12.058619,11.500000,14.750000,12.300000,11.500000,17.500000,16.000000,10.750000
12.101689,17.500000,15.000000,18.500000,13.500000,18.550000,17.180000,17.500000
12.022311,9.000000,12.500000,9.000000,13.000000,12.000000,9.000000,8.000000
11.958100,9.500000,13.610000,10.165096,11.250000,16.700000,14.200000,12.500000
12.026764,8.000000,13.000000,9.200000,8.500000,11.500000,10.000000,8.000000
12.097303,11.000000,12.500000,12.219442,11.500000,17.400000,14.000000,12.000000
11.914373,14.250000,10.250000,10.993277,9.000000,10.000000,9.500000,14.900000
11.995097,14.080000,9.900000,10.463668,14.000000,15.000000,12.680000,12.030000
12.022930,10.000000,13.700000,9.900000,12.000000,9.500000,11.500000,11.300000
12.015356,10.000000,10.908212,10.047330,9.000000,11.322733,9.400000,11.500000
11.811982,15.000000,11.000000,11.159425,11.000000,16.600000,10.500000,16.500000
12.033284,18.500000,18.100000,18.129741,17.000000,19.750000,17.500000,17.100000
12.081270,16.250000,15.340000,10.000000,18.500000,15.000000,18.440000,14.750000
12.033359,9.750000,16.150000,13.633400,18.000000,19.500000,16.100000,15.900000
11.893446,10.000000,13.700000,9.300000,11.250000,14.000000,17.200000,14.700000
11.897824,8.500000,9.000000,12.314188,10.000000,12.500000,8.500000,14.200000
11.803534,18.250000,10.500000,12.570036,13.000000,13.613094,15.750000,15.900000
11.980446,17.000000,19.450000,15.942721,19.000000,17.000000,18.750000,17.500000
11.835455,10.000000,9.000000,15.439402,11.000000,10.000000,9.000000,15.730000
12.000802,9.750000,14.000000,10.244954,11.001027,12.721210,11.600000,9.750000
11.934272,10.500000,11.000000,14.940360,12.000000,14.000000,10.750000,15.500000
12.032498,14.500000,11.659760,12.900763,16.000000,16.546920,13.600000,13.000000
